103	627,627,627,627,165,165,165,165,165,165,165,165,627,627,627,704,704,704,161,161,161,161,557,557,165,557,557,177,462,464,464,464,557,557,19,19,19,757,902,902,902,902,757,902,757,757,757,757,902,757,902,902,902,557,557,919,557,557,557,557,557,920,825,627,45,45,45,921,920,922,922,922,165,920,923,464,464,464,487,685,685,924,158,691,925,907,926,180,38,38,851,927,920,920,920,651,651,651,920,920,920,651,627,928,651,651,907,920,920,651,464,464,920,920,920,920,920,907,38,464,464,907,462,907,907,907,929,929,920,920,907,907,907,920,825,920,907,907,907,907,907,462,464,522,627,627,627,627,730,730,460,
104	930,930,930,930,930,930,930,931,931,931,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,672,930,930,930,930,930,930,930,930,930,930,930,605,605,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,930,139,930,930,930,930,930,605,605,605,606,930,930,930,930,605,930,606,930,930,605,930,599,599,930,606,606,606,606,606,930,930,930,930,606,930,930,930,606,606,930,930,599,606,412,
105	933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,
106	120,120,120,120,120,143,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,937,937,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,120,120,120,120,120,120,120,120,120,120,120,120,938,938,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,38,38,120,120,120,120,120,120,120,120,120,120,937,937,120,120,38,120,120,120,120,120,120,120,120,120,120,38,120,120,120,120,38,38,38,120,120,120,120,120,120,120,120,120,120,120,120,120,120,343,343,343,343,343,168,168,168,168,168,168,168,168,168,780,168,168,168,168,168,168,168,168,168,168,168,168,939,120,120,120,120,120,120,120,120,120,120,
107	941,942,942,799,600,943,799,944,944,944,944,944,944,944,799,799,799,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,799,799,799,723,639,639,639,639,799,799,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,799,799,799,600,600,547,547,547,547,799,944,944,944,944,944,944,799,799,944,944,944,945,945,945,944,799,944,944,944,944,944,944,944,799,799,944,944,944,944,944,944,944,944,799,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,944,799,944,944,799,799,799,944,944,944,944,
108	947,164,947,947,947,158,158,947,947,947,947,947,947,947,947,947,0,0,0,0,947,947,947,947,947,812,812,812,812,812,812,812,812,812,812,812,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,0,0,0,0,95,947,947,947,947,947,835,835,835,835,835,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,0,0,947,143,143,143,143,143,143,143,143,143,143,143,143,0,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,93,93,93,93,93,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,95,95,95,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,94,94,94,947,947,947,947,947,947,947,947,0,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,
109	38,38,38,38,38,38,38,861,861,948,38,949,38,38,38,38,38,38,38,38,38,38,38,38,948,38,860,38,859,950,950,950,950,950,950,950,950,950,950,950,950,38,951,952,38,38,38,953,953,954,955,955,955,955,955,955,955,955,955,955,955,956,955,955,38,38,957,957,957,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,958,959,960,960,960,960,960,38,38,38,961,962,38,38,527,527,38,38,38,38,38,38,963,38,963,38,964,38,38,527,38,38,38,38,38,38,38,965,38,965,38,38,966,966,38,38,38,967,967,967,968,969,38,953,38,970,38,956,956,956,38,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,38,971,38,972,972,972,973,971,948,948,38,38,38,38,948,974,950,975,976,977,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,964,964,964,38,964,38,38,38,38,38,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,956,38,956,956,956,956,956,956,956,974,38,38,38,38,38,978,979,979,979,979,980,38,38,38,38,38,861,38,38,38,38,38,38,38,38,981,38,38,38,38,38,38,982,983,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,984,860,985,985,
110	994,994,994,994,994,994,995,995,995,994,994,994,527,527,996,996,996,997,997,998,994,999,999,994,994,994,1000,1000,994,994,1001,1001,994,994,994,994,994,1002,1002,1002,954,995,995,38,998,998,962,962,1003,1003,1003,1004,1004,1004,1004,995,1001,1005,1005,1005,1003,1003,1003,0,998,998,995,995,995,1003,38,1006,1006,1007,1007,998,998,998,998,998,998,998,998,998,1008,1009,1009,38,38,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1011,1009,1012,1006,1006,1006,1006,38,38,38,38,1013,1013,1013,1013,1013,1010,1010,1010,1010,1014,1014,1014,962,962,1015,1008,1008,1010,1010,1010,1010,1010,1010,1010,1006,1006,38,38,38,38,38,38,38,1016,1017,993,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1013,1013,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
111	450,450,648,248,110,408,681,556,233,648,26,628,628,648,244,244,648,408,110,445,244,225,225,110,213,213,229,229,229,26,556,359,359,359,596,717,717,717,717,648,359,408,450,44,359,359,81,81,450,450,450,450,450,450,450,81,38,450,450,44,44,4,359,359,38,359,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,4,38,4,38,38,38,38,38,38,38,4,
112	1023,1023,1024,1024,756,756,535,153,566,661,535,535,505,535,1025,535,505,505,535,557,2,
113	1026,1026,1027,1027,130,184,184,169,169,169,1027,74,74,122,130,130,130,74,74,74,130,130,130,
114	1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,421,421,264,264,1028,1028,1028,1028,1028,1028,1028,421,421,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,179,179,179,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,
115	1031,1031,1032,1032,1032,1033,1033,1031,1031,1033,1033,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1034,1033,421,421,120,120,488,488,143,143,4,4,179,179,0,0,154,154,4,195,0,994,421,421,207,207,1031,421,1031,1031,1031,1031,1031,1035,1035,1035,207,207,1031,1031,207,207,1031,1031,207,1031,1036,1036,207,207,1031,1031,120,1037,1031,1031,1031,1031,1035,1035,1035,1031,195,195,1031,1031,0,0,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1038,1038,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1039,1040,1040,1041,994,994,994,994,994,994,1039,1039,154,154,154,154,0,0,0,0,154,154,1040,1042,1043,1040,1040,1044,1044,530,530,1045,1045,1046,1047,1047,38,1031,1048,1015,1016,1015,1015,1015,980,976,980,
116	143,277,737,737,423,737,797,742,139,139,765,143,143,765,797,277,424,737,737,785,765,143,143,143,765,785,737,737,737,423,737,277,277,277,277,277,223,737,1070,1070,737,277,737,737,277,737,1071,277,737,277,423,423,424,737,765,737,423,737,277,1071,737,737,1072,945,945,945,737,423,737,737,1073,277,424,277,737,277,277,424,737,423,737,737,737,737,737,143,143,801,143,424,737,277,1071,277,277,277,797,85,0,797,797,737,737,765,765,737,1074,737,797,85,0,135,135,1075,1075,85,585,477,477,477,477,477,585,423,1076,1072,424,424,737,737,277,277,737,737,737,737,277,737,737,143,143,737,737,424,737,737,750,132,661,661,661,1077,1077,1077,1077,1077,1077,750,750,750,750,132,79,79,48,298,48,290,290,290,373,4,132,1078,132,347,347,
117	412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,530,1079,1079,1079,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,530,774,774,1079,1080,530,530,530,530,530,530,530,530,262,
118	530,530,888,888,530,530,166,1081,798,798,798,798,798,798,1082,530,530,591,591,789,591,530,1083,740,740,740,166,1081,1081,530,798,672,672,672,166,166,798,798,530,530,1084,933,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,166,798,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1085,888,888,1086,606,606,1087,1087,1087,530,530,530,530,530,530,530,530,530,530,530,530,756,756,756,0,0,0,0,0,756,0,0,0,530,530,530,423,530,881,881,477,477,153,153,153,153,153,1088,1088,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,699,120,120,120,120,120,120,120,120,120,120,120,120,120,138,138,138,138,138,138,138,138,1088,1088,530,
119	530,932,1095,1095,1079,530,530,530,530,1079,530,530,530,530,1079,1079,1079,1079,530,530,1079,1079,530,530,1079,1079,530,420,256,259,551,262,431,272,551,551,633,259,603,207,270,270,612,442,429,207,273,426,419,1096,1096,
120	176,489,489,3,3,3,3,816,816,815,816,816,816,816,816,816,884,816,816,816,831,816,816,816,816,815,816,819,816,819,1097,1097,168,1097,1097,
121	0,339,500,535,658,177,339,2,177,177,177,177,177,177,177,
122	875,1098,875,712,421,1099,539,1100,1101,1101,1102,1103,180,180,428,207,207,207,432,432,432,701,701,897,897,897,897,19,1103,180,701,875,875,875,875,875,1104,1104,875,875,875,875,1103,1103,875,875,875,875,
123	690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,1105,690,694,694,694,694,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,482,562,897,897,811,679,679,486,582,582,582,582,1106,1106,582,582,582,582,582,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,1105,690,690,690,477,477,477,477,477,477,477,477,477,477,477,477,477,585,690,690,690,690,690,694,690,690,690,690,690,690,690,690,690,690,690,690,690,
124	276,276,276,276,4,276,276,276,276,4,276,276,276,276,164,4,4,276,4,276,4,4,4,276,276,453,453,453,4,477,453,453,4,453,4,4,4,4,4,453,4,276,4,4,
125	1107,635,1108,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,177,2,546,2,0,435,0,2,546,
126	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,173,0,0,0,0,0,0,670,846,916,0,0,85,155,0,0,0,0,172,0,0,0,0,0,
127	164,0,669,669,669,669,74,669,669,74,74,74,669,74,74,669,669,74,669,669,669,74,164,164,164,135,164,164,164,164,164,135,164,164,164,735,674,164,164,164,164,164,164,164,164,164,913,913,913,
128	0,97,97,97,755,670,1113,821,821,819,670,0,0,499,499,499,499,845,0,670,785,945,945,945,945,945,797,797,670,0,0,0,670,670,4,1114,1114,1114,1114,1114,1114,1114,1114,1114,720,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,173,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,1115,1115,1115,493,845,499,499,493,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,637,637,0,0,0,0,0,0,0,1110,0,0,0,0,670,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,158,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,691,691,691,88,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,814,814,814,814,85,0,0,0,0,0,691,691,691,691,0,0,691,691,0,0,0,0,0,0,691,0,0,0,0,691,85,156,0,0,0,0,0,85,85,156,503,503,503,503,503,503,503,503,503,127,127,127,127,127,127,835,691,0,0,0,0,0,691,85,1116,1116,1116,1116,1117,1117,85,0,0,691,691,691,0,691,691,135,135,691,918,691,0,0,0,0,0,691,0,691,0,0,0,691,0,0,0,691,0,0,0,0,691,0,0,0,691,0,0,691,691,0,0,0,0,0,0,691,0,
129	627,1119,1119,1119,1120,1120,627,627,1119,1121,1121,1121,1121,710,690,1122,927,927,1123,1123,1123,878,878,1124,928,1125,522,1126,1127,1128,757,685,685,486,947,947,0,130,130,947,0,82,82,627,784,928,536,825,825,928,928,928,539,1129,627,539,1025,1130,539,539,539,928,1121,1125,1125,1125,627,1024,1024,1024,1024,1131,928,536,536,837,165,1130,1132,1132,1130,1125,1125,837,1125,1125,1119,1119,1125,1125,1125,1125,1125,1125,1133,1133,1133,1133,1133,1133,784,426,267,267,267,259,259,614,261,551,260,260,270,604,272,551,267,551,264,270,259,603,264,207,267,264,
130	935,1088,583,338,338,1026,1101,
131	120,0,0,0,0,752,752,752,0,0,120,120,120,85,0,113,113,113,113,113,48,189,295,
132	1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,735,1138,1138,187,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,741,1138,1138,1138,1138,741,1138,1138,741,1138,1138,1138,1138,1138,1139,1139,741,741,530,748,84,741,1138,1138,1138,1138,1138,1138,1138,1138,636,1138,636,1138,1138,1138,1138,1138,1138,1138,1138,636,1138,1138,1138,1138,1138,1138,1138,1138,1026,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,395,395,154,1138,1138,1138,1138,1138,1138,1138,1138,565,565,565,553,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,636,1138,1138,1138,
133	870,869,869,869,421,421,421,701,701,701,701,701,701,701,701,701,701,1141,421,421,421,421,1142,1142,528,528,528,421,421,701,701,701,701,701,701,701,701,701,701,701,1102,1102,
134	838,522,627,1127,154,891,1144,214,892,528,421,19,184,74,597,74,554,338,
135	157,745,745,745,0,1026,1026,1026,670,1145,1145,1145,756,756,505,505,505,505,505,505,157,0,157,0,0,0,0,0,0,0,0,0,0,157,157,0,157,0,157,157,0,157,0,0,157,0,157,157,0,157,157,0,0,0,0,157,0,157,0,157,0,157,157,0,0,157,0,157,763,157,157,157,157,0,0,0,0,0,157,157,0,0,0,157,0,0,0,157,157,90,0,0,157,0,0,85,157,0,0,157,0,157,157,0,157,0,157,0,91,91,157,0,0,157,157,157,0,157,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,85,585,585,585,477,477,477,477,477,585,0,0,0,0,0,
136	670,529,414,414,745,741,130,566,661,505,505,215,2,215,215,2,2,2,2,2,823,
137	495,495,495,495,483,483,217,217,884,113,113,113,113,113,113,499,499,499,1149,1149,727,727,120,120,120,120,120,120,120,120,120,120,1149,1149,499,499,499,499,499,182,182,499,182,182,182,834,834,1150,1150,4,
138	1151,734,627,627,627,627,627,539,539,539,627,627,1119,627,627,557,557,161,1152,1152,179,179,1152,1152,1152,161,184,184,184,184,680,680,557,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,557,557,680,680,680,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,539,627,627,627,627,627,627,627,627,627,627,627,627,557,557,557,557,680,
139	670,90,720,720,720,670,669,670,720,720,720,670,720,720,670,720,740,1159,720,911,756,756,911,911,721,721,477,641,641,505,505,641,641,19,19,2,2,19,
140	623,74,74,623,670,670,670,740,166,740,740,740,1083,1083,740,740,740,740,670,670,340,340,670,1026,669,670,670,670,670,670,670,670,670,720,670,669,669,670,720,
141	947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,947,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,947,947,947,947,947,947,947,947,947,947,947,947,95,95,95,95,95,95,95,95,95,499,499,499,499,499,499,499,499,499,499,499,497,802,781,781,781,781,781,921,921,921,921,921,921,921,921,921,921,1161,1161,1161,781,781,781,781,781,781,781,781,
142	878,878,878,878,878,1124,528,528,627,1163,1124,1122,878,627,627,1124,154,154,627,1124,1124,627,530,922,539,539,1025,539,661,809,627,1164,1164,1165,1165,1165,1165,1114,784,535,535,535,1166,784,1164,1167,1167,1165,1167,1167,1167,1167,1167,1167,1167,784,547,759,784,784,1165,1165,1165,1167,1167,1165,1168,1168,784,1025,723,784,922,922,
143	74,74,172,74,74,74,74,90,90,1172,1172,597,597,91,414,1172,1172,90,172,172,0,0,0,0,1172,98,98,91,91,429,91,429,172,172,172,172,1172,429,429,1172,87,87,87,1172,429,429,172,172,429,84,84,84,84,84,84,429,214,214,690,637,637,429,
144	1026,130,0,0,130,0,0,0,158,158,158,158,2,631,631,557,557,557,626,626,626,
145	567,746,748,505,3,708,708,708,551,551,267,267,551,273,264,381,604,
146	340,622,345,741,741,741,1173,1174,1172,0,0,0,178,911,528,756,0,164,94,
147	0,697,158,482,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,85,154,729,154,1176,1176,1177,1177,1177,678,678,729,912,912,154,0,0,
148	103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,224,224,224,224,224,224,224,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,465,465,465,465,465,465,465,465,465,465,465,465,103,103,103,135,135,135,135,135,135,135,135,135,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,0,0,0,
